"County","City","Facility","Address","Vaccine Types","Appt Available","Scheduling Site","Info Website","Email","Phone","Instructions for Public","Walk-In Instructions","Last Updated"
"Pierce","University Place","Fred Meyer Stores, University Place","6305 Bridgeport Way West, University Place, WA 98467","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","253-460-4033","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/12/2021 4:52 PM"
"San Juan","Eastsound","Ray's Pharmacy","68 North Beach Road, Eastsound, WA 98245","Unknown","false","","http://na","pharmacy@orcasrx.com","(360) 376-2230","Call and ask to be placed on waitlist and Ray’s will call you when we have vaccine and their is an available appointment.","Not available","2/21/2021 10:03 AM"
"San Juan","Friday Harbo","SJ1","145 Rhone St, Friday Harbo, WA 98250","Moderna","false","","https://www.sanjuanco.com/1737/COVID-Vaccine-Info","","","San Juan County Heath & Community Services is offering COVID-19 immunization clinics on San Juan, Orcas and Lopez Islands. Please visit our website for information on how to schedule an appointment.","","2/18/2021 3:34 PM"
"Skagit","Anacortes","Island Hospital","1211 - 24th Street, Anacortes, WA 98221","Unknown","false","https://www.islandhospital.org/coronavirus/","https://www.islandhospital.org/coronavirus/","covidvaccine.support@islandhospital.org","(360) 299-1367","Appointments are required. Please go to our website to see what we have available.","","2/21/2021 1:39 PM"
"Skagit","Burlington","BURLINGTON WA COSTCO","1725 S. Burlington Blvd, Burlington, WA 98233","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxdzb42/?&e_id=5057","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:24 AM"
"Skagit","Laconner","La Conner Drug","708 Morris St Po Box 477, Laconner, WA 98257","Moderna","true","https://laconnerdrug.com/pages/covidvaccine/","http://laconnerdrug.com","covidvaccine@islanddrug.com","","Please view website for current info","","2/18/2021 10:08 AM"
"Skagit","Mount Vernon","Skagit County Fairgrounds","1410 Virginia Street, Mount Vernon, WA 98273","Unknown","false","http://www.skagitcounty.net/covidvaccine","http://skagitcounty.net/covidvaccine","","(360) 416-1500","Please stay up to date via our website or by using our vaccine hotline. Call takers are available Monday through Saturday from 8am to 5pm. Spanish language option is available on vaccine hotline.","","2/20/2021 8:34 AM"
"Skagit","Mount Vernon","SKAGIT FAMILY HEALTH CLINIC","916 South Third Street, Mount Vernon, WA 98273","Unknown","false","","http://www.skagitfamilyhealth.com","","(360) 336-5658","","","2/19/2021 4:57 PM"
"Skagit","Mount Vernon","Skagit Regional Health - Vaccine Clinic","425 S 13th Street, Mount Vernon, WA 98274","Unknown","true","https:/www.skagitregionalhealth.org/covid-vaccine","","","","Appointments are required. For vaccine scheduling information, please visit https://www.skagitregionalhealth.org/covid/covid-vaccine​.","","2/13/2021 10:31 AM"
"Skagit","Mt Vernon","HAGGEN PHARMACY #3450","2601 E Division St, Mt Vernon, WA 98274","Unknown","true","https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyMtVernon","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/2/2021 7:57 AM"
"Skagit","Sedro Woolley","Schaffner Pharmacy","1990 Hospital Drive Suite 120, Sedro Woolley, WA 98284","Unknown","true","","https://www.schaffnerpharmacy.com","","","","","2/12/2021 6:55 PM"
"Skamania","Stevenson","NORTHSHORE MED GROUP - STV","875 SW Rock Creek Drive, Stevenson, WA 98648","Unknown","false","","https://Northshore-medical.com","","(509) 493-2133","call","","2/20/2021 1:04 PM"
"Skamania","Stevenson","SKAMANIA COUNTY COMMUNITY HLTH","710 SW Rock Creek Dr, Stevenson, WA 98648","Unknown","false","","","","(509) 427-3861","Please leave a message with required information to get on our interest list - we will call to schedule appointments when it is your phase and vaccine is available","we are not doing walk-in clinics","2/19/2021 8:42 AM"
"Snohomish","Arlington","Arlington Municipal Airport","4299 188th St. NE, Arlington, WA 98223","Unknown","true","https://snohomish-county-coronavirus-response-snoco-gis.hub.arcgis.com/pages/covid-19-vaccine","","","","Appointments required. Visit our webpage to sign up. Appointments have been booking rapidly, and more will be added as we are able.","","2/12/2021 4:14 PM"
"Snohomish","Arlington","ARLINGTON POLICE DEPARTMENT","110 E 3rd Street, Arlington, WA 98223","Pfizer","true","","https://www.snohd.org/564/COVID-Vaccine-Info","","","Drive through mass vaccination; online sign-up link posted the day before on the Snohomish Health District webpage.","","2/19/2021 6:54 PM"
"Snohomish","Arlington","Skagit Regional Clinics - Smokey Point","3823 172nd Street NE, Arlington, WA 98223","Unknown","true","https://www.skagitregionalhealth.org/covid-vaccine","","","","Appointments are required. For vaccine scheduling information, please visit our website​.","","2/13/2021 10:30 AM"
"Snohomish","Everett","Seattle Visiting Nurses Association","Boeing Everett Activity Center 6400 36th Ave W, Everett, WA 98203","Unknown","true","https://schedule.seattlevna.com/home/fbb4a1ad-7e4b-eb11-a813-000d3a3033d3","","","","Visit our website to schedule an appointment.","","2/12/2021 5:04 PM"
"Snohomish","Everett","EVERETT WA COSTCO","10200 19th Ave SE, Everett, WA 98208","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxblt4y/?e_id=5019","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:23 AM"
"Snohomish","Lynnwood","Seattle Visiting Nurses Association","Edmonds College 20000 68th Ave. W, Lynnwood, WA 98036","Unknown","true","https://schedule.seattlevna.com/home/fbb4a1ad-7e4b-eb11-a813-000d3a3033d3","","","","Visit our website to schedule an appointment.","","2/12/2021 5:04 PM"
"Snohomish","Lynnwood","LYNWOOD COSTCO","18109 33rd Ave W, Lynnwood, WA 98036","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx809zv/?&e_id=4981","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:11 AM"
"Snohomish","Marysville","MARYSVILLE COSTCO","16616 Twin Lakes Ave., Marysville, WA 98271","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxd5jps/?&e_id=5053","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:13 AM"
"Snohomish","Mill Creek","MILL CREEK FAMILY PRACTICE","1025 153rd St SE Ste 200, Mill Creek, WA 98012","Unknown","false","","https://www.millcreekfamilypractice.org","gorozco@millcreekfamilypractice.org","425-338-4000","Appointments are required. Please visit our website to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/17/2021 7:20 PM"
"Snohomish","Mill Creek","NORTH SOUND PEDIATRICS","15808 Mill Creek Blvd Suite 201, Mill Creek, WA 98012","Unknown","false","https://northsoundpediatrics.as.me/","http://www.northsoundpediatrics.com","","","Appointments are required and must be scheduled via our link. Our site does not offer walk-ins, telephone scheduling, e-mail scheduling, or waitlists. If there are no appointments on the scheduling link, all timeslots have been filled.","","2/20/2021 8:10 AM"
"Snohomish","Monroe","Evergreen State Fairgrounds","14405 179th Ave SE, Monroe, WA 98272","Unknown","true","https://www.signupgenius.com/tabs/13577df01a0cfedc5ac5-vaccine2","","","","Visit our website to schedule an appointment.","","2/17/2021 12:16 PM"
"Snohomish","Snohomish","KUSLER'S PHARMACY","700 Avenue D, Suite 102, Snohomish, WA 98290","Unknown","false","https://kuslers.as.me/schedule.php","https://www.kuslerspharmacy.net/","","","","","2/21/2021 10:13 AM"
"Snohomish","Snohomish","Matrx Long Term Care Pharmacy","1030 Avenue D Suite 2, Snohomish, WA 98290","Unknown","true","","","covidinfo@matrxltc.com","360-217-2363","","","2/9/2021 10:17 AM"
"Spokane","Deer Park","DEER PARK FAMILY CARE CLINIC","905 East D Street, Deer Park, WA 99006","Unknown","false","","","","(509) 276-5005","Call for hours and times for vaccines.","","2/17/2021 7:20 PM"
"Spokane","Liberty Lake","YOKE'S PHARMACY #16 (LIBERTY LAKE)","1233 N Liberty Lake Rd, Liberty Lake, WA 99019","Unknown","false","https://app.acuityscheduling.com/schedule.php?owner=21573064","https://app.acuityscheduling.com/schedule.php?owner=21573064","llrx@yokesfoods.com","(509) 922-0705","Appointments are required. Please visit website to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/19/2021 11:21 AM"
"Spokane","Spokane","FRED MEYER PHARMACY 70100214","12120 N Division St, Spokane, WA 99208","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","509-465-4433","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/11/2021 8:23 AM"
"Spokane","Spokane","FRED MEYER PHARMACY 70100657","400 South Thor St, Spokane, WA 99202","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","509-532-4033","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/11/2021 9:15 AM"
"Spokane","Spokane","Hart and Dilatush Pharmacy","601 W Riverside Ave Suite 140, Spokane, WA 99201","Unknown","true","","","admin@hartanddilatush.com","","","","2/12/2021 4:06 PM"
"Spokane","Spokane","MT. SPOKANE PEDIATRICS","9425 N Nevada St Ste 300, Spokane, WA 99218","Unknown","false","","","vaccines@mtspokanepediatrics.com","(509) 270-0065","Email preferred","","2/19/2021 10:04 AM"
"Spokane","Spokane","NEWPORT HWY COSTCO","12020 N Newport Hwy, Spokane, WA 99218","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctxyhtkq/?&e_id=5005","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:13 AM"
"Spokane","Spokane","PMG FAM MED RESIDENCY SPOKANE","624 E Front Ave, Spokane, WA 99202","Unknown","true","https://providencecovidvaccinewamt.squarespace.com/spokane","","","","Please visit our link for current planning, scheduling links, and current phase information.","","2/19/2021 2:08 PM"
"Spokane","Spokane","Providence Medical Park","16528 E. Desmet Court, Spokane, WA 99216","Unknown","true","","https://providencecovidvaccinewamt.squarespace.com/spokane","","","Please visit our link for current planning, scheduling links, and current phase information.","","2/18/2021 1:18 PM"
"Spokane","Spokane","SAFEWAY #27-1473","14020 E Sprague Ave, Spokane, WA 99216","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacySpokane","","","","Appointments are required. Visit our link to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:17 AM"
"Spokane","Spokane","UNIFY COMM HEALTH ON MISSION","120 W Mission, Spokane, WA 99201","Moderna","false","","","unifycommunityhealth@yvfwc.org","","","","2/20/2021 2:09 PM"
"Spokane","Spokane","SPOKANE COSTCO","5601 East Sprague Ave, Spokane, WA 99212","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx6qy2y/?&e_id=4965","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:17 AM"
"Spokane","Veradale","FRED MEYER PHARMACY 70100351","15609 E. Sprague Ave, Veradale, WA 99037","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","509-921-5383","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/11/2021 8:41 AM"
"Stevens","Colville","NE TRI COUNTY HD-COLVILLE","240 East Dominion Ave., Colville, WA 99114","Unknown","false","","","","","","","2/21/2021 12:04 PM"
"Stevens","Colville","SAFEWAY #27-0385","391 N Main St, Colville, WA 99114","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyColville","","","","Appointments are required. Visit our link to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 10:55 AM"
"Thurston","Lacey","Hawks Prairie Pharmacy","2539 Marvin Rd NE Ste E, Lacey, WA 98516","Unknown","true","https://HEALTHMARTCOVIDVACCINE.COM","","","","To schedule an appointment please use this link.","","2/19/2021 9:17 AM"
"Thurston","Lacey","PMG HAWKS PRAIRIE FAMILY MED","2555 Marvin Rd NE, Lacey, WA 98516","Unknown","false","","","SWPMGCovidVaccineTeam@providence.org","","Please email for an appointment. Do not call or come in to our office to schedule a vaccine appointment. Thank you.","","2/21/2021 1:59 PM"
"Thurston","Lacey","PMG LACEY FAMILY MEDICINE","4800 College St SE, Lacey, WA 98503","Unknown","false","","","SWPMGCovidVaccineTeam@providence.org","","Please email for an appointment. Do not call or come in to our office to schedule a vaccine appointment. Thank you.","","2/21/2021 2:00 PM"
"Thurston","Lacey","FRED MEYER PHARMACY 70100186","700 Sleater-kinney Rd SE, Lacey, WA 98503","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","360-438-6483","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","1/30/2021 10:00 AM"
"Thurston","Lacey","LACEY COSTCO","1470 Marvin Roadne, Lacey, WA 98516","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx7pdqm/?&e_id=4977","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:11 AM"
"Thurston","Tenino","VALLEY VIEW HC - TENINO CLINIC","273 E Sussex Ave, Tenino, WA 98589","Unknown","false","","","Covidphase@vvhc.org","","email","","2/20/2021 5:08 PM"
"Thurston","Tumwater","Fred Meyer Stores, Tumwater","555 Trosper Rd. SW, Tumwater, WA 98512","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","360-753-7933","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/12/2021 3:42 PM"
"Thurston","Tumwater","SAFEWAY #27-1503","520 Cleveland Ave SE, Tumwater, WA 98501","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyTumwater","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:19 AM"
"Thurston","Tumwater","TUMWATER COSTCO","5500 Littlerock Road SW, Tumwater, WA 98512","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx6led8/?&e_id=5035","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:19 AM"
"Walla Walla","Walla Walla","Safeway Pharmacy 1160","1600 Plaza Way, Walla Walla, WA 99362","Unknown","true","https://kordinator.mhealthcoach.net/vcl/Safeway-WallaWalla-PlazaBlvd","","","","Appointments are required. Please visit our link. If there are no spots on the scheduling link, all appointments have been filled. More appointments will be added when we receive more vaccine.","","2/12/2021 3:26 PM"
"Walla Walla","Walla Walla","Walla Walla County Fairgrounds","363 Orchard St, Walla Walla, WA 99362","Pfizer","true","https://www.signupgenius.com/go/10c0d4da4ac2aa4fec07-phase","https://www.signupgenius.com/go/10c0d4da4ac2aa4fec07-phase","","","By appointment only, no walk-ins accepted. Go to our link to schedule an appointment. Clinic days will depend on vaccine allocation received from state and federal partners.","","2/18/2021 12:17 PM"
"Walla Walla","Walla Walla","WALLA WALLA COUNTY HD","314 W Main St, Walla Walla, WA 99362","Pfizer","true","https://www.covidwwc.com/","https://www.covidwwc.com/","","","We are not providing vaccinations at this site. We are setting up several mass vaccination clinics at Walla Walla County Fairgrounds. Please check our website for the latest information. https://www.covidwwc.com/","","2/19/2021 4:17 PM"
"Whatcom","Bellingham","ASSOCIATES IN FAMILY MEDICINE","3130 Ellis Street, Bellingham, WA 98225","Unknown","false","","","Associatesinfamilymedicine@hinet.org","","Only accepting emails at this time","","2/17/2021 7:20 PM"
"Whatcom","Bellingham","BELLINGHAM COSTCO","4125 Arctic Ave., Bellingham, WA 98226","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx948t8/?&e_id=4993","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:04 AM"
"Whatcom","Bellingham","FRED MEYER PHARMACY 70100025","800 Lakeway Dr, Bellingham, WA 98229","Unknown","false","https://www.fredmeyer.com/rx/guest/get-vaccinated","https://www.fredmeyer.com/rx/guest/get-vaccinated","","(","Online appointments only","Not available","2/20/2021 1:35 PM"
"Whatcom","Bellingham","HAGGEN PHARMACY #3460","2900 Woburn St, Bellingham, WA 98226","Unknown","true","https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyBellingham","","","","Appointments are required. Please schedule at https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyBellingham. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 9:11 PM"
"Whatcom","Bellingham","Mt Shuksan Family Medicine","2101 Cornwall Ave. #101, Bellingham, WA 98225","Unknown","true","","https://www.mtshuksanfamilymedicine.com","CLINIC@MTSHUKSANFAMILYMEDICINE.COM","360-647-1900","Please email","","2/17/2021 7:20 PM"
"Whatcom","Everson","NOOKSACK VALLEY DRUGSTORE","208 E Main St, Everson, WA 98247","Moderna","false","","https://nooksackvalleydrug.com/","nooksackvalleydrug@gmail.com","(360) 966-3481","When vaccines are available appointments are made by calling the store or in-person. Please be patient as we are currently awaiting further delivery of vaccine to our store.","We are currently not taking walk-in appointments","2/18/2021 9:53 AM"
"Whatcom","Ferndale","FERNDALE PHARMACY","2057 Alder Street, Ferndale, WA 98248","Unknown","false","","http://WWW.FERNDALEPHARMACY.COM","FERNDALEPHARMACYWA@GMAIL.COM","","Please do not leave voice mail related to Covid vaccine","PLEASE FILL OUT PATIENT INTAKE FORM FROM OUR WEBSITE WWW.FERNDALEPHARMACY.COM","2/19/2021 4:06 PM"
"Whatcom","Lynden","SAFEWAY #27-1930","8071 Guide Meridian Rd, Lynden, WA 98264","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyLynden","","","","Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/3/2021 11:28 AM"
"Whitman","Colfax","Whitman Hospital & Medical Center","1200 W. Fairview St., Colfax, WA 99111","Unknown","true","","https://www.whmc.org/covid-19-vaccination/","","(509) 397-5719","COVID vaccine administration at this location is only for Whitman County residents or current patients from this healthcare facility. To schedule appointment call 509-397-5719.","Not accepting walk in appointments","2/21/2021 1:03 PM"
"Whitman","Pullman","Pullman Regional Hospital","835 SE Bishop Bvld, Pullman, WA 99163","Unknown","false","","http://www.pullmanregional.org","covidvaccine@pullmanregional.org","(509) 336-7722","","","2/21/2021 12:30 PM"
"Whitman","Pullman","SAFEWAY #27-2639","430 SE Bishop Blvd, Pullman, WA 99163","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyPullman","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:29 AM"
"Whitman","Pullman","SCHWEITZER ENGINEERING LAB","2560 NE Hopkins Ct, Pullman, WA 99163","Unknown","true","","","","509-592-4784","","","2/17/2021 7:21 PM"
"Whitman","Pullman","SIDS PHARMACY","825 Se Bishop Blvd Ste 301, Pullman, WA 99163","Unknown","true","","","covid@sidspharmacy.com","509-339-7078","COVID vaccine administration at this location is only for current patients from this healthcare facility.","","2/17/2021 7:20 PM"
"Yakima","Grandview","YAK GRANDVIEWMED","1000 Wallace Way, Grandview, WA 98930","Unknown","false","","","Quality@yvfwc.org","","Please send an email including first and last name, best contact number and city. Scheduler will call you back.","","2/20/2021 10:12 PM"
"Yakima","Sunnyside","Swofford & Halma Clinic Inc PS","2303 Reith Way, Sunnyside, WA 98944","Unknown","false","","","","(509) 837-3933","call to schedule appointment slot","","2/19/2021 2:42 PM"
"Yakima","Toppenish","TOPPENISH MEDICAL YVFWC","510 W. First Avenue, Toppenish, WA 98948","Unknown","false","","","ToppCOVIDvaccines@yvfwc.org","","For groups scheduling over 5 people- please email a list including first and last name, contact number and city. Our scheduler will call you back. For individuals and groups scheduling up to 5 people- call the main number at: (509) 865-5600.","","2/20/2021 2:01 PM"
"Yakima","Union Gap","UNION GAP COSTCO","2310 Longfibre Rd, Union Gap, WA 98903","Unknown","false","https://book-costcopharmacy.appointment-plus.com/ctx994xy/?&e_id=4987","","","","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/21/2021 9:19 AM"
"Yakima","Yakima","CENTRAL WA FAMILY MEDICINE","1806 W Lincoln Ave, Yakima, WA 98902","Unknown","false","","https://www.CHCW.org","covidvaccine@chcw.org","","Go to our website to be placed on a wait list.","","2/20/2021 11:54 AM"
"Yakima","Yakima","FRED MEYER PHARMACY 70100486","1206 North 40th Ave, Yakima, WA 98908","Unknown","true","https://www.fredmeyer.com/rx/guest/get-vaccinated","","","509-576-6833","Appointments are required. Please schedule on our link. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.","","2/11/2021 8:47 AM"
"Yakima","Yakima","SAFEWAY #27-1660","905 E Meade Ave, Yakima, WA 98903","Unknown","true","https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyYakima","","","","Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.","","2/3/2021 11:27 AM"
"Yakima","Yakima","YAKIMA PEDIATRIC ASSOCIATES","402 S 12th Ave, Yakima, WA 98902","Unknown","true","","https://www.chcw.org","covidvaccine@chcw.org","","Go to our website to be placed on a wait list.","","2/12/2021 3:04 PM"
"Yakima","Yakima","YVFWC Yakima Clinic","602 E. Nob Hill Blvd, Yakima, WA 98901","Moderna","false","","","YakVax@yvfwc.org","","","","2/20/2021 2:03 PM"
